ID,District,Block,LandPreparationMethod,CropTillageDate,CropEstMethod,RcNursEstDate,SeedingSowingTransplanting,NursDetFactor,TransDetFactor,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,OrgFertilizers,PCropSolidOrgFertAppMethod,CropbasalFerts,MineralFertAppMethod,FirstTopDressFert,MineralFertAppMethod.1,Harv_method,Harv_date,Threshing_date,Threshing_method,Stubble_use,Yield
220,3,5,18,22,3,0,6,1,47,0,1,5,2,0,0,9,0,0,40,42,1,1,400.0
235,1,3,15,72,3,53,44,92,144,0,1,5,2,9,0,9,0,0,45,106,1,1,400.0
3423,2,7,26,38,1,24,9,24,47,0,1,5,2,9,0,9,0,0,47,77,1,1,400.0
852,0,8,33,51,3,29,22,42,50,0,1,5,2,9,0,9,0,0,43,44,1,1,500.0
3118,2,7,18,41,3,24,13,24,47,0,1,5,2,0,0,9,0,0,81,151,1,1,420.0
1970,2,7,18,44,3,23,16,24,47,0,1,5,2,0,0,9,0,0,64,131,1,1,220.0
1673,1,4,15,49,3,29,25,18,47,0,1,5,2,0,0,9,0,0,47,65,1,1,560.0
3060,0,8,33,31,3,20,19,85,118,0,1,5,2,9,0,9,0,0,34,43,1,1,300.0
1550,3,5,9,41,3,8,16,36,78,0,1,0,2,9,0,9,0,0,43,40,0,1,700.0
3246,2,7,41,48,3,20,19,65,69,0,1,5,2,9,0,9,0,0,50,63,0,1,550.0
2240,2,7,41,47,3,19,20,10,36,0,1,5,2,9,0,9,0,1,55,42,1,1,720.0
2178,1,4,15,53,3,27,27,19,0,1,1,5,2,0,0,9,0,0,50,76,1,1,400.0
1531,2,6,18,42,3,21,13,4,47,0,1,5,2,23,0,9,0,1,51,38,1,1,600.0
46,0,8,33,34,3,21,21,85,118,0,1,5,2,9,0,9,0,0,35,55,1,1,229.0
774,1,3,39,29,3,45,46,0,0,0,1,5,0,9,0,9,0,0,49,100,1,1,480.0
3382,0,2,18,47,3,26,29,36,47,0,1,5,2,0,0,9,0,0,58,83,1,1,400.0
3281,1,3,39,36,3,38,39,0,0,0,1,5,0,9,0,9,0,0,55,138,1,1,400.0
3566,2,7,18,39,0,27,22,24,47,0,1,0,0,27,0,10,0,1,71,58,1,1,450.0
538,0,2,18,49,3,19,22,95,69,0,1,12,0,0,0,9,0,0,87,98,0,1,520.0
243,3,5,41,39,3,34,17,56,50,0,1,0,2,0,2,9,0,0,47,38,0,1,100.0
1856,1,4,15,54,3,34,27,18,47,1,1,5,2,0,0,9,0,0,44,70,1,1,350.0
1523,1,4,15,53,3,34,27,35,48,0,1,5,2,0,0,9,0,0,46,66,1,1,450.0
3862,3,5,18,9,3,12,17,4,36,0,0,0,0,0,0,9,0,0,22,19,0,1,4.0
3057,0,2,18,59,3,20,31,9,46,0,1,11,2,0,0,9,0,0,65,106,1,1,850.0
3861,3,0,18,45,3,34,31,92,81,1,0,5,2,0,0,9,0,0,27,19,0,1,190.0
1092,1,3,15,48,3,25,22,92,144,0,1,5,2,24,0,9,0,0,48,105,1,1,320.0
1780,0,2,18,31,3,31,38,24,47,1,1,5,2,0,2,9,0,0,51,57,0,1,456.0
2362,3,5,18,5,3,8,17,2,41,0,1,0,0,0,0,9,0,0,22,22,0,1,4.0
1332,1,3,16,55,3,20,28,1,34,0,1,5,0,9,0,4,0,0,63,108,0,1,640.0
82,2,7,41,53,3,6,24,24,47,3,1,5,2,9,0,9,0,0,68,77,1,1,660.0
2559,2,7,18,29,2,24,22,98,148,0,1,5,2,9,0,9,0,0,66,64,1,1,880.0
2896,2,7,27,35,3,19,6,123,150,3,1,5,2,9,0,9,0,0,59,73,1,1,406.0
371,0,8,33,28,3,26,28,25,47,0,1,5,2,9,0,9,0,0,60,55,0,1,800.0
847,2,7,21,17,1,31,21,24,47,0,1,5,2,9,0,4,0,0,63,68,1,1,240.0
3009,1,3,15,52,3,25,29,92,148,0,1,5,2,9,0,9,0,0,51,83,1,1,420.0
1694,3,5,18,23,3,2,1,1,42,0,1,0,2,0,0,9,0,0,42,44,0,1,320.0
3823,0,2,18,41,3,20,24,24,47,0,1,5,2,9,0,9,0,0,61,59,0,1,532.0
1465,3,1,6,20,3,21,6,65,139,1,1,27,2,23,2,9,0,0,15,12,0,1,1890.0
354,1,4,15,49,2,33,23,4,47,0,1,5,2,9,0,9,0,0,50,70,1,1,345.0
2674,0,2,18,59,2,59,57,22,34,0,1,6,2,0,0,9,0,0,80,80,0,1,440.0
1609,0,8,33,49,3,28,21,42,50,0,1,5,2,9,0,9,0,0,41,44,1,1,310.0
929,3,0,41,35,3,59,55,32,27,0,1,6,2,9,0,9,0,0,37,35,1,1,370.0
428,2,7,41,44,3,26,30,24,47,0,1,5,2,9,2,4,0,0,78,110,1,1,1500.0
1813,1,4,15,51,2,32,28,71,28,0,0,0,2,0,0,9,0,0,70,77,0,1,1200.0
2862,3,5,34,37,3,29,24,23,38,0,0,0,2,0,2,9,2,0,17,14,0,1,150.0
3031,1,3,39,33,3,37,60,0,0,0,1,5,0,9,0,9,0,0,57,139,1,1,480.0
2110,2,7,41,54,3,21,25,66,129,0,1,5,2,9,0,9,0,1,53,40,1,1,1120.0
3755,3,1,15,29,3,9,13,112,46,0,0,0,2,7,2,9,0,0,17,17,0,1,225.0
2235,0,8,33,25,3,29,21,42,50,0,1,0,2,9,0,9,0,0,40,44,1,1,325.0
2412,2,6,18,42,3,19,13,10,47,0,1,5,2,23,0,9,0,1,53,40,1,1,1100.0
1135,3,5,18,25,3,1,9,1,26,0,0,5,2,0,0,9,0,0,39,41,0,1,160.0
1449,3,5,9,39,3,11,16,121,78,0,1,0,2,9,0,9,0,0,39,35,0,1,1800.0
1804,1,4,15,53,2,34,27,71,59,0,0,0,2,0,0,9,0,0,70,78,0,1,900.0
3450,2,6,18,49,3,9,23,0,0,0,1,5,2,23,0,9,0,0,20,90,1,1,400.0
998,1,4,15,54,2,31,29,71,49,0,0,0,2,0,0,9,0,0,69,77,0,1,1600.0
3626,3,5,18,8,3,10,17,8,36,0,0,0,0,0,0,9,0,0,27,21,0,1,6.0
3721,2,7,15,8,3,8,8,24,47,0,1,5,0,9,0,9,0,0,2,33,0,1,300.0
3064,1,4,15,52,3,30,27,4,47,1,1,0,2,0,0,9,0,0,46,57,0,1,320.0
3590,3,5,41,31,3,33,29,42,50,4,1,5,2,0,2,9,0,0,61,48,0,1,400.0
164,1,4,15,46,3,56,54,0,48,1,1,5,2,0,0,9,0,0,73,70,1,1,240.0
1480,0,8,33,51,3,28,22,42,50,0,1,5,2,9,0,9,0,0,50,44,1,1,300.0
2275,1,3,39,29,3,50,45,0,0,0,1,5,0,9,0,9,0,0,51,124,1,1,480.0
2472,1,4,15,44,3,28,23,4,47,1,1,5,2,0,0,9,0,0,46,71,1,1,540.0
3063,1,4,15,51,2,33,27,56,148,0,0,0,2,0,0,9,0,0,69,78,0,1,1300.0
2035,3,0,41,51,3,50,44,4,23,0,1,5,2,9,0,9,0,0,29,23,0,1,120.0
1224,2,7,27,49,1,33,23,24,47,0,1,5,2,9,0,4,0,0,63,65,1,1,400.0
3126,1,3,16,52,3,15,26,1,119,0,1,5,2,9,0,10,0,0,63,120,0,1,400.0
925,2,7,15,25,1,29,31,24,47,1,1,5,2,9,0,9,0,1,70,60,1,1,560.0
956,2,7,18,36,2,14,19,23,151,0,1,0,2,0,0,9,0,0,76,151,1,1,550.0
755,2,6,24,49,3,21,21,10,150,0,1,5,2,23,0,9,0,0,53,105,1,1,400.0
2392,1,4,15,51,2,34,26,18,47,1,1,5,2,0,0,9,0,0,40,62,1,1,480.0
845,3,5,18,5,3,9,17,23,36,0,0,0,0,0,0,9,0,0,29,23,0,1,10.0
128,3,5,18,24,3,1,8,1,46,0,0,5,2,0,0,9,0,0,40,42,1,1,280.0
1901,0,2,18,51,3,21,23,22,1,0,1,6,2,0,2,9,0,0,68,68,0,1,850.0
3519,2,6,18,24,3,18,8,10,35,0,1,5,2,23,0,9,0,0,37,125,1,1,1200.0
210,2,6,18,55,3,27,31,10,0,0,1,5,2,23,0,9,0,0,13,90,1,1,600.0
335,0,2,18,55,3,22,29,43,46,0,1,5,2,0,0,9,0,0,56,74,0,1,750.0
3368,3,5,18,7,3,12,17,24,36,0,0,0,0,0,0,9,0,0,22,21,0,1,6.0
865,2,7,41,14,3,57,56,24,47,0,1,0,2,9,0,9,0,0,62,78,1,1,720.0
1547,0,2,18,54,3,29,29,36,47,0,1,5,2,0,0,9,0,0,57,86,1,1,595.0
1347,1,4,15,53,2,35,27,4,47,1,1,5,2,0,0,9,0,0,49,77,1,1,450.0
2096,2,7,41,76,3,31,54,65,99,0,1,5,2,9,0,9,0,1,59,46,1,1,950.0
775,1,4,15,54,3,33,29,71,126,0,0,0,2,0,0,9,0,0,70,77,0,1,1600.0
3523,2,7,41,30,3,9,1,4,133,0,1,0,2,9,0,9,0,1,57,44,1,1,1400.0
2694,1,3,16,31,3,17,24,1,21,0,1,5,0,9,0,10,0,0,64,114,0,1,400.0
2612,3,0,41,59,3,57,50,4,23,4,0,5,2,9,0,4,0,0,32,25,1,1,600.0
278,2,7,18,27,3,24,9,92,99,0,1,5,2,9,0,9,0,0,52,51,1,1,880.0
1454,3,5,18,9,3,14,11,116,51,0,1,0,0,24,2,9,0,0,40,40,0,1,180.0
1734,0,2,18,29,3,19,42,107,95,0,1,5,2,0,0,9,0,0,64,82,1,1,165.0
2075,0,2,18,49,3,31,22,100,133,0,1,6,2,0,2,9,0,0,86,106,1,1,260.0
3774,1,3,16,29,3,19,33,1,34,0,1,5,0,9,0,10,0,0,66,97,0,1,480.0
1919,2,7,41,52,3,32,24,24,47,3,1,5,2,9,0,9,0,0,64,105,1,1,900.0
3695,3,5,18,24,3,2,12,13,46,0,1,5,2,0,0,9,0,0,40,42,0,1,160.0
811,1,4,15,56,3,30,27,115,66,0,1,5,2,9,0,9,0,0,48,40,1,1,400.0
3308,1,3,39,25,3,49,50,0,0,0,1,5,0,9,0,9,0,0,60,128,1,1,400.0
2372,2,7,41,44,3,21,15,65,129,0,1,5,2,9,2,6,0,0,42,65,0,1,400.0
2375,2,6,18,45,3,27,19,1,1,0,1,5,2,24,0,9,0,0,46,85,1,1,540.0
2364,1,4,24,50,3,27,26,115,65,1,1,0,2,23,1,9,0,0,62,77,1,1,900.0
760,3,1,6,25,3,26,11,111,129,0,1,0,2,12,2,9,0,0,12,9,0,1,2000.0
2430,3,1,15,46,3,22,21,65,129,0,0,5,2,12,2,9,0,0,13,10,0,1,2250.0
728,2,6,15,40,3,18,11,42,94,0,1,5,2,23,0,9,0,0,31,35,1,1,850.0
2988,0,2,18,51,3,21,25,6,46,0,1,17,2,0,0,9,0,0,54,68,0,1,820.0
1729,1,4,15,55,2,33,35,71,126,0,0,0,2,0,0,9,0,0,69,77,0,1,900.0
903,1,3,39,27,3,36,31,0,0,0,1,5,0,9,0,9,0,0,54,124,1,1,400.0
1363,0,2,6,54,3,19,25,1,46,0,1,5,2,0,0,9,0,0,57,77,0,1,800.0
1498,1,3,39,27,3,33,54,0,0,0,1,5,0,9,0,9,0,0,55,125,1,1,400.0
347,1,3,15,55,3,27,28,92,136,0,1,5,2,9,0,9,0,0,46,84,1,1,402.0
584,2,7,38,41,3,27,14,24,47,0,1,5,2,9,0,9,0,0,54,57,1,1,1200.0
1737,2,6,18,45,3,19,25,0,0,0,1,5,2,23,0,9,0,0,48,97,1,1,800.0
1209,3,5,42,31,3,9,9,23,46,0,0,5,2,9,2,9,0,0,21,14,0,1,175.0
1121,2,7,15,9,3,13,9,24,47,0,1,5,0,0,0,9,0,0,46,40,0,1,350.0
96,1,4,15,50,2,30,31,71,101,0,0,0,0,0,0,9,0,0,70,72,0,1,600.0
3437,0,2,18,46,3,19,18,22,47,0,1,5,2,0,0,9,0,0,54,75,0,1,800.0
1111,0,2,18,52,3,17,26,24,47,0,1,5,2,0,0,9,0,0,63,69,0,1,609.0
2511,0,8,33,27,3,28,25,8,47,3,1,5,2,9,0,9,0,0,58,60,0,1,800.0
2072,0,8,33,30,3,34,29,24,47,3,1,5,2,9,0,9,0,0,49,50,0,1,960.0
1098,2,7,18,49,3,24,22,24,47,0,1,5,2,0,0,9,0,0,64,155,1,1,450.0
809,3,5,9,22,3,2,8,1,46,0,1,5,2,0,0,9,0,0,43,38,1,1,360.0
2437,2,6,18,44,3,22,15,10,47,0,1,5,2,23,0,9,0,1,52,39,1,1,900.0
2068,3,5,18,24,3,1,4,1,4,0,1,5,2,0,0,9,0,0,40,42,0,1,240.0
1560,1,3,2,53,3,16,27,1,21,0,1,5,2,9,0,4,0,0,67,113,0,1,720.0
878,0,2,18,55,3,18,27,1,46,0,1,5,2,0,0,9,0,0,58,76,0,1,750.0
920,3,5,41,46,3,54,50,56,50,0,1,0,2,0,2,9,0,0,46,39,0,1,100.0
1818,1,4,15,53,3,34,27,19,47,0,1,5,2,0,0,9,0,0,45,85,1,1,350.0
541,1,4,15,55,3,30,32,115,66,0,1,5,2,9,0,9,0,0,53,82,1,1,400.0
651,1,4,15,49,3,27,24,115,66,1,1,0,0,9,0,9,0,0,50,90,1,1,500.0
256,0,8,33,49,3,29,20,42,50,0,1,0,2,9,0,9,0,0,39,37,1,1,820.0
459,1,3,39,24,3,60,45,0,0,0,1,5,0,9,0,9,0,0,58,121,1,1,430.0
1733,1,4,15,53,3,36,27,4,149,1,1,5,2,0,0,9,0,0,48,70,1,1,450.0
2055,2,6,18,42,3,20,14,10,47,0,1,5,2,23,0,9,0,0,42,49,0,1,300.0
2586,3,5,41,37,3,39,33,98,148,0,0,0,2,0,2,9,0,0,38,30,0,1,95.0
3538,1,4,15,54,2,33,29,71,126,0,0,0,2,0,0,9,0,0,69,77,0,1,2100.0
1466,2,7,9,46,0,27,25,24,47,0,1,0,0,15,0,10,0,0,78,79,1,1,480.0
2812,3,5,18,25,3,4,8,1,49,0,1,5,2,0,0,9,0,0,39,34,1,1,500.0
3696,2,6,18,45,3,9,19,0,0,0,1,5,2,23,0,9,0,0,46,89,1,1,800.0
2840,1,4,15,54,3,36,34,71,127,0,1,0,2,0,0,9,0,0,76,77,0,1,2200.0
2084,1,4,15,26,3,31,25,18,47,1,1,5,2,0,0,9,0,0,48,57,1,1,100.0
3635,3,1,15,43,2,6,15,74,133,0,1,0,2,6,2,9,0,0,17,13,0,1,1440.0
2622,3,5,42,29,3,14,21,17,46,0,1,5,2,9,2,9,0,0,17,24,0,1,500.0
1118,2,7,41,39,3,23,11,24,47,0,1,5,2,9,0,9,0,0,54,67,1,1,1200.0
2312,2,7,18,48,3,16,21,42,50,0,1,5,2,9,1,10,1,0,84,82,0,1,400.0
1074,0,2,18,43,3,24,27,1,46,0,1,5,2,0,0,9,0,0,57,74,0,1,780.0
3272,1,3,15,67,3,44,41,92,144,0,1,5,2,9,0,9,0,0,48,90,1,1,405.0
1712,0,2,18,46,3,24,29,10,47,0,1,5,2,0,0,9,0,0,57,77,0,1,350.0
110,3,5,42,30,3,9,3,3,46,0,0,0,2,24,2,9,2,0,22,14,0,1,275.0
3491,2,7,41,38,3,25,9,105,150,1,1,0,0,9,0,9,0,0,57,59,1,1,800.0
848,0,2,18,35,3,17,47,10,129,0,1,7,0,0,0,9,0,0,89,106,1,1,504.0
1207,0,2,18,45,2,29,27,18,47,0,1,22,0,0,0,9,0,0,63,90,1,1,360.0
1251,1,4,15,55,3,31,32,71,128,0,0,0,2,0,0,9,0,0,69,78,0,1,1300.0
1083,3,5,18,25,3,0,17,1,46,2,0,0,2,0,0,9,0,0,43,45,1,1,240.0
1690,2,7,6,13,3,14,12,24,47,0,1,5,0,9,0,9,0,0,43,34,0,1,460.0
1620,2,7,18,41,0,27,16,24,47,0,1,0,0,15,0,4,0,1,78,70,1,1,400.0
2651,2,6,29,41,3,22,12,10,47,0,1,5,2,23,0,9,0,0,42,49,0,1,250.0
2164,3,5,41,40,3,42,38,42,50,0,0,0,2,0,2,9,0,0,47,48,0,1,200.0
291,2,7,41,43,3,0,15,96,150,0,1,0,0,9,0,9,0,0,39,76,1,1,200.0
153,2,7,18,19,3,57,55,31,147,0,1,5,2,0,0,9,0,0,83,157,1,1,560.0
594,2,7,38,37,3,25,10,24,47,0,1,5,2,9,0,9,0,0,60,70,1,1,500.0
3652,1,4,15,56,3,33,27,71,127,0,0,0,2,0,0,9,0,0,69,78,0,1,1800.0
1693,2,6,18,45,3,21,17,0,0,0,1,5,2,24,0,9,0,0,48,104,1,1,2800.0
2304,2,6,15,32,3,5,15,13,95,0,1,5,2,23,0,9,0,0,25,22,0,1,360.0
3264,2,7,41,45,3,31,16,24,47,0,1,5,2,0,2,4,0,0,75,113,1,1,1600.0
2838,3,5,41,43,3,45,41,95,104,0,0,0,2,0,2,9,0,0,40,41,0,1,200.0
170,3,5,18,24,3,1,2,1,44,0,1,5,2,0,0,9,0,0,42,44,1,1,280.0
2603,2,7,41,45,3,0,16,24,47,0,1,5,2,0,2,4,0,0,56,43,1,1,2500.0
3551,3,0,41,42,3,36,28,2,49,0,1,5,2,0,0,9,0,0,47,43,0,1,350.0
1124,1,4,15,50,3,32,26,18,48,0,1,5,2,0,0,9,0,0,76,70,1,1,480.0
3619,2,6,15,44,3,17,18,10,47,0,1,5,2,9,0,9,0,0,60,75,1,1,1375.0
954,1,3,39,28,3,32,53,0,0,0,1,5,0,9,0,9,0,0,59,127,1,1,400.0
3245,0,2,18,48,3,24,19,36,47,0,1,5,2,0,0,9,0,0,56,84,0,1,350.0
2348,1,3,15,67,3,46,43,92,144,0,1,5,2,9,0,9,0,0,45,104,1,1,320.0
1854,2,6,18,45,3,55,54,0,0,0,1,5,2,23,0,9,0,0,27,65,1,1,900.0
1216,2,7,35,47,1,31,20,24,47,0,1,5,2,9,0,4,0,0,63,66,1,1,120.0
3588,3,5,35,31,3,24,19,23,31,0,0,0,2,0,2,9,0,0,22,19,0,1,650.0
2054,1,4,15,54,2,36,33,4,0,0,1,0,2,9,0,9,0,0,48,63,1,1,850.0
3492,1,3,16,60,3,19,32,1,34,0,1,5,0,9,0,10,0,0,67,117,0,1,700.0
3518,3,5,34,26,3,29,19,3,46,0,0,5,2,9,2,9,2,0,27,19,0,1,500.0
3634,2,7,38,39,3,23,12,24,47,0,1,5,2,9,0,9,0,0,66,73,1,1,1000.0
1279,2,7,27,46,1,31,20,24,47,0,1,5,2,9,0,4,0,0,63,65,1,1,680.0
3268,2,6,18,39,3,19,12,10,35,0,1,5,2,23,0,4,0,0,37,102,1,1,240.0
2500,1,3,39,32,3,37,59,0,0,0,1,5,0,9,0,9,0,0,63,104,1,1,400.0
3792,2,7,6,16,0,27,19,24,47,0,1,5,2,9,0,9,0,1,58,50,0,1,230.0
3226,2,7,27,46,3,29,19,24,47,0,1,5,2,9,0,9,0,0,97,86,1,1,720.0
77,0,2,18,25,3,25,20,24,85,3,1,5,2,0,2,9,0,0,70,80,0,1,462.0
974,2,7,15,15,1,17,14,24,47,0,1,5,2,9,0,9,0,1,71,60,0,1,275.0
1396,1,4,15,51,3,33,27,56,151,1,1,5,2,9,0,9,0,0,46,65,1,1,240.0
1173,2,6,18,54,3,29,29,10,1,0,1,5,2,23,0,9,0,0,17,77,1,1,600.0
3621,2,7,18,38,3,16,11,24,47,0,1,5,2,0,0,9,0,0,71,139,1,1,500.0
1139,0,8,33,30,3,20,18,85,118,0,1,5,2,9,0,9,0,0,33,49,1,1,320.0
2850,3,0,18,56,3,31,31,56,101,0,0,5,2,0,0,9,0,0,22,19,0,1,250.0
2935,0,2,18,52,3,18,26,24,47,0,1,5,2,9,0,9,0,0,78,86,0,1,444.0
3022,2,6,15,37,3,13,8,42,69,0,1,5,2,23,0,9,0,0,17,18,1,1,600.0
2270,0,2,18,32,3,27,22,24,47,0,1,5,2,0,2,9,0,0,64,61,0,1,474.0
3383,2,6,18,34,3,21,11,10,35,0,1,5,2,23,0,9,0,0,36,98,1,1,300.0
1927,0,8,33,28,3,20,24,85,118,0,1,5,2,9,0,9,0,0,40,51,1,1,300.0
3468,2,7,18,43,0,27,18,24,47,0,1,0,0,15,0,4,0,0,78,99,0,1,405.0
3632,1,4,15,51,3,30,33,64,66,1,1,5,2,9,0,9,0,0,51,84,1,1,350.0
2124,3,0,41,46,3,36,35,24,47,0,1,0,2,0,0,9,0,0,55,44,0,1,250.0
2657,1,3,15,55,3,23,31,92,144,0,1,5,2,9,0,9,0,0,43,100,1,1,240.0
1912,3,0,41,52,3,37,34,23,47,0,1,0,2,0,0,9,0,0,55,48,1,1,450.0
2161,3,5,30,24,3,4,8,3,25,0,0,5,2,9,2,9,2,0,22,19,0,1,650.0
3286,2,7,15,10,3,12,14,24,47,0,1,5,0,9,0,9,0,0,43,35,0,1,680.0
1624,1,3,39,25,3,43,51,0,0,0,1,5,0,9,0,9,0,0,56,105,1,1,320.0
2395,2,7,38,39,3,18,13,24,47,0,1,5,2,9,0,9,0,0,80,103,1,1,740.0
1834,3,1,15,9,2,10,0,71,118,0,1,0,2,20,2,12,0,0,20,17,0,1,1870.0
3598,1,3,39,37,3,47,43,0,0,0,1,5,0,9,0,9,0,0,59,69,1,1,480.0
1944,1,3,16,57,3,22,34,1,34,0,1,5,0,9,0,10,0,0,63,100,0,1,720.0
3290,1,4,15,54,3,27,27,115,66,1,1,5,2,9,0,9,0,0,48,56,1,1,650.0
2978,1,3,25,29,3,44,39,0,0,0,1,5,0,9,0,9,0,0,55,43,1,1,480.0
343,2,7,15,9,3,14,11,24,47,0,1,5,2,9,0,9,0,0,42,42,0,1,350.0
2303,3,5,42,51,3,29,24,23,46,0,0,5,2,24,2,9,0,0,17,19,0,1,250.0
2399,3,5,18,3,3,4,17,24,36,0,0,0,0,0,0,9,0,0,22,20,0,1,10.0
2257,2,6,18,39,3,20,13,10,35,0,1,5,2,23,0,10,0,0,42,89,1,1,1400.0
386,0,2,18,44,3,31,21,36,47,0,1,5,2,0,0,9,0,0,56,78,0,1,300.0
786,2,6,24,54,3,23,26,10,150,0,1,5,2,9,0,9,0,1,66,55,1,0,350.0
886,1,4,15,59,3,30,32,115,66,1,1,0,0,9,0,9,0,0,57,110,1,1,700.0
3444,3,5,18,24,3,2,2,1,46,0,0,5,2,0,0,9,0,0,42,44,0,1,140.0
2751,3,5,41,46,3,48,45,42,50,0,0,0,2,17,2,9,0,0,61,48,0,1,250.0
3074,1,3,39,33,3,57,60,0,0,0,1,5,0,9,0,9,0,0,53,139,1,1,480.0
976,3,5,27,45,3,19,17,3,112,0,0,5,2,9,2,9,2,0,22,19,0,1,250.0
1656,1,3,16,58,3,17,32,1,21,0,1,5,0,9,0,4,0,0,54,119,0,1,600.0
2246,2,7,6,18,1,20,24,24,47,1,1,5,2,24,0,9,0,1,69,58,1,1,330.0
1567,0,8,33,30,3,24,27,25,47,1,1,5,2,9,0,9,0,0,17,21,1,1,960.0
3408,3,5,18,24,3,1,5,1,46,0,1,5,2,0,0,9,0,0,45,47,1,1,140.0
3582,3,0,41,45,3,56,49,4,23,0,1,5,2,9,0,9,0,0,44,35,1,1,350.0
1080,2,7,41,44,3,17,15,56,118,0,1,5,2,24,0,9,0,1,57,44,1,1,580.0
2580,1,3,39,67,3,26,44,0,0,0,1,5,0,9,0,0,0,0,57,108,1,1,400.0
411,1,3,16,60,3,20,33,1,34,0,1,5,2,9,0,10,0,0,67,115,0,1,350.0
2790,0,2,18,55,3,31,33,10,47,0,1,19,0,0,0,9,0,0,60,82,1,1,574.0
2479,3,0,41,54,3,38,32,89,80,0,1,0,2,0,0,9,0,0,42,35,0,1,400.0
1536,3,5,18,21,3,0,0,1,46,0,1,5,2,0,0,9,0,0,40,42,0,1,210.0
3335,2,6,18,45,3,25,23,1,1,0,1,5,2,23,0,9,0,0,19,104,1,1,600.0
1377,1,4,15,58,3,28,32,115,66,0,1,0,0,23,0,9,0,0,48,95,1,1,400.0
3503,3,5,41,39,3,41,35,70,148,0,1,0,2,0,2,9,0,0,38,30,0,1,180.0
1,3,5,41,46,3,48,42,24,47,0,1,0,2,0,2,9,0,0,44,36,0,1,450.0
3600,2,7,38,47,3,9,21,24,47,0,1,5,2,9,0,9,0,0,63,76,1,1,735.0
2299,1,3,39,31,3,20,32,0,0,0,1,5,0,24,0,9,0,0,35,112,1,1,650.0
636,1,3,15,56,3,26,32,92,118,0,1,5,2,9,0,9,0,0,46,96,1,1,247.0
2092,3,5,41,58,3,44,37,110,150,0,0,29,2,0,2,9,0,0,45,36,0,1,200.0
1972,2,7,15,39,3,43,42,24,47,0,1,5,2,9,0,9,0,0,45,37,0,1,350.0
3520,2,7,21,43,3,27,15,97,47,0,1,5,2,24,0,6,0,0,48,35,0,1,1300.0
1017,3,1,15,44,3,12,16,74,129,0,0,0,2,29,2,12,0,0,23,26,0,1,2000.0
2807,2,7,41,43,3,24,15,24,47,0,1,5,2,9,2,4,0,0,73,101,1,1,1200.0
264,2,7,41,53,3,35,25,24,47,3,1,5,2,9,0,9,0,0,62,72,1,1,900.0
518,2,7,21,45,1,30,19,24,47,0,1,5,2,9,0,4,0,0,63,65,1,1,400.0
66,2,7,41,38,3,38,24,96,150,0,1,5,0,9,0,9,0,0,48,55,1,1,270.0
3669,3,0,9,47,3,34,32,96,99,0,0,0,2,0,0,9,0,0,36,23,0,1,300.0
783,3,5,36,31,3,14,14,15,29,0,0,5,2,0,2,9,0,0,22,14,0,1,275.0
3395,0,2,18,33,3,20,44,104,70,0,1,24,0,0,0,9,0,0,75,105,1,1,248.0
610,2,6,18,34,3,21,9,10,35,0,1,5,2,23,0,9,0,0,33,90,1,1,725.0
3253,2,7,41,34,3,7,5,4,36,0,1,5,2,9,0,9,0,1,57,44,1,1,1080.0
3596,3,5,18,6,3,8,17,2,36,0,0,0,0,0,0,9,0,0,22,21,0,1,8.0
3591,0,2,18,28,3,16,43,2,133,0,1,6,2,9,0,9,1,0,81,106,1,1,330.0
1938,2,7,18,19,3,17,19,85,50,1,1,5,2,9,2,10,0,1,89,79,0,1,800.0
3674,0,8,33,27,3,25,22,25,47,0,1,5,2,9,2,9,0,0,21,21,1,1,800.0
2008,2,7,18,35,3,14,8,24,47,0,1,5,2,0,0,9,0,0,78,141,1,1,560.0
1666,3,0,41,33,3,55,48,56,23,0,1,6,2,9,0,9,0,0,38,30,0,1,350.0
2639,0,2,18,48,3,14,22,85,21,0,1,5,2,0,0,9,0,0,68,65,0,1,390.0
1400,2,7,41,38,3,16,13,10,36,0,1,5,2,9,1,9,0,1,58,45,1,1,840.0
618,2,7,15,12,3,12,12,24,32,0,1,5,0,9,0,9,0,0,43,35,0,1,350.0
3493,0,2,18,36,3,28,20,24,47,0,1,5,2,0,2,9,0,0,56,59,0,1,408.0
137,1,3,39,74,3,31,48,0,0,0,1,5,0,24,0,9,0,0,54,112,1,1,1200.0
1106,0,2,18,37,3,19,38,2,2,0,1,14,0,0,0,9,0,0,81,107,0,1,375.0
1140,1,3,15,54,3,25,29,60,144,0,1,5,2,9,0,9,0,0,81,108,1,1,305.0
1394,3,5,32,42,3,24,19,23,31,0,0,5,2,9,2,9,2,0,22,19,0,1,350.0
2909,1,4,15,56,3,23,27,116,104,1,1,0,2,9,0,9,0,0,49,106,1,1,700.0
1174,1,3,39,25,3,45,45,0,0,0,1,5,0,9,0,9,0,0,62,104,1,1,320.0
3317,1,4,15,54,2,31,27,111,47,1,1,5,2,0,0,9,0,0,46,72,0,1,320.0
3528,2,7,6,17,1,21,15,24,47,0,1,5,2,9,0,9,0,1,69,59,0,1,280.0
2206,2,7,15,24,1,27,25,24,47,0,1,5,2,9,0,9,0,1,66,56,0,1,385.0
685,2,7,41,47,3,3,18,97,47,0,1,5,0,9,0,9,0,0,44,45,1,1,200.0
1150,3,5,18,33,3,18,14,36,78,0,1,0,2,24,2,9,0,0,39,36,0,1,450.0
